time,seconds_elapsed,z,y,x
1757088773416382200,0.02538232421875,-0.8844451904296875,-0.184112548828125,-0.036468505859375
1757088773426337300,0.035337158203125,-0.87640380859375,-0.221435546875,-0.1020660400390625
1757088773436292000,0.0452919921875,-0.8897247314453125,-0.23016357421875,-0.1491241455078125
1757088773446246100,0.05524609375,-0.8987579345703125,-0.2261810302734375,-0.1734619140625
1757088773456201200,0.065201171875,-0.9149322509765625,-0.23016357421875,-0.1790313720703125
1757088773466156300,0.07515625,-0.957305908203125,-0.258056640625,-0.1877288818359375
1757088773476111000,0.085111083984375,-1.0124664306640625,-0.2971038818359375,-0.2091064453125
1757088773486065200,0.095065185546875,-1.094512939453125,-0.3304290771484375,-0.233489990234375
1757088773496020200,0.105020263671875,-1.1639556884765625,-0.354278564453125,-0.2477874755859375
1757088773505975300,0.114975341796875,-1.1702423095703125,-0.341949462890625,-0.2512969970703125
1757088773515930000,0.12493017578125,-1.1147308349609375,-0.3123016357421875,-0.2154693603515625
1757088773525884200,0.13488427734375,-1.042572021484375,-0.2670440673828125,-0.1448211669921875
1757088773535839200,0.144839111328125,-0.9456024169921875,-0.1948394775390625,-0.1124114990234375
1757088773545794300,0.154794189453125,-0.8729705810546875,-0.0540771484375,-0.1479644775390625
1757088773555749000,0.1647490234375,-0.9004974365234375,0.28106689453125,-0.457366943359375
1757088773565703200,0.174703125,-0.9783477783203125,-0.1188507080078125,-0.1486358642578125
1757088773575658200,0.184658203125,-1.0977020263671875,-0.4903411865234375,0.301422119140625
1757088773585613300,0.19461328125,-1.1327667236328125,-0.42333984375,0.19403076171875
1757088773595568000,0.204568115234375,-1.0640106201171875,-0.129150390625,-0.0990447998046875
1757088773605522200,0.214522216796875,-0.928863525390625,-0.015716552734375,-0.3345489501953125
1757088773615477200,0.224477294921875,-0.8117218017578125,-0.120513916015625,-0.3970947265625
1757088773625432300,0.234432373046875,-0.7340087890625,-0.2348175048828125,-0.396209716796875
1757088773635387100,0.24438720703125,-0.7171173095703125,-0.321807861328125,-0.49713134765625
1757088773645341200,0.254341064453125,-0.6989288330078125,-0.3887176513671875,-0.528106689453125
1757088773655296300,0.264296142578125,-0.6866302490234375,-0.4357147216796875,-0.5022125244140625
1757088773665251300,0.274251220703125,-0.693634033203125,-0.4304351806640625,-0.4621429443359375
1757088773675206100,0.2842060546875,-0.7237396240234375,-0.3846435546875,-0.374786376953125
1757088773685160200,0.29416015625,-0.7861785888671875,-0.3478546142578125,-0.2938232421875
1757088773695115300,0.304115234375,-0.8287506103515625,-0.322540283203125,-0.2496490478515625
1757088773705070300,0.3140703125,-0.846343994140625,-0.3318634033203125,-0.2422027587890625
1757088773715025200,0.324025146484375,-0.770050048828125,-0.44940185546875,-0.3312835693359375
1757088773724979200,0.333979248046875,-0.6462860107421875,-0.4193572998046875,-0.17352294921875
1757088773734934300,0.343934326171875,-0.58856201171875,-0.55035400390625,0.2635040283203125
1757088773744889300,0.353889404296875,-0.5486297607421875,-0.6460113525390625,0.3045654296875
1757088773754844200,0.36384423828125,-0.4797210693359375,-0.4254302978515625,-0.1663970947265625
1757088773764798200,0.373798095703125,-0.5012054443359375,-0.2601470947265625,-0.337493896484375
1757088773774753300,0.383753173828125,-0.569122314453125,-0.227325439453125,-0.410308837890625
1757088773784708400,0.393708251953125,-0.64337158203125,-0.221160888671875,-0.3177490234375
1757088773794663200,0.4036630859375,-0.7498016357421875,-0.2252349853515625,-0.2191925048828125
1757088773804618200,0.4136181640625,-0.85382080078125,-0.195465087890625,-0.2470550537109375
1757088773814572300,0.423572265625,-0.9430999755859375,-0.1416473388671875,-0.30010986328125
1757088773824527400,0.43352734375,-1.0146484375,-0.083892822265625,-0.3024444580078125
1757088773834482200,0.443482177734375,-1.0338287353515625,-0.014251708984375,-0.282867431640625
1757088773844437200,0.453437255859375,-1.0297393798828125,0.0449676513671875,-0.311492919921875
1757088773854391300,0.463391357421875,-1.0282745361328125,0.0672149658203125,-0.3058624267578125
1757088773864346400,0.473346435546875,-1.0035858154296875,0.093902587890625,-0.2359771728515625
1757088773874301200,0.48330126953125,-0.9530029296875,0.1202392578125,-0.187835693359375
1757088773884256300,0.49325634765625,-0.84906005859375,0.14434814453125,-0.1825714111328125
1757088773894210300,0.503210205078125,-0.8243560791015625,0.135406494140625,-0.2186279296875
1757088773904165400,0.513165283203125,-0.9173736572265625,0.1025390625,-0.3278656005859375
1757088773914120200,0.5231201171875,-1.0464324951171875,0.0794677734375,-0.4431304931640625
1757088773924075300,0.5330751953125,-1.1209259033203125,0.068389892578125,-0.5420684814453125
1757088773934029300,0.543029296875,-1.1104736328125,0.0634002685546875,-0.607757568359375
1757088773943984400,0.552984375,-1.0937957763671875,0.0470733642578125,-0.652374267578125
1757088773953939200,0.562939208984375,-1.0924224853515625,0.045166015625,-0.67022705078125
1757088773963894300,0.572894287109375,-1.0867919921875,0.056793212890625,-0.6469879150390625
1757088773973848300,0.582848388671875,-1.0662078857421875,0.0797119140625,-0.6138458251953125
1757088773983803400,0.592803466796875,-1.04248046875,0.094573974609375,-0.5918121337890625
1757088773993758200,0.60275830078125,-1.02484130859375,0.0979461669921875,-0.5750732421875
1757088774003713300,0.61271337890625,-1.0000762939453125,0.103485107421875,-0.557342529296875
1757088774013667300,0.622667236328125,-0.98565673828125,0.0958404541015625,-0.557769775390625
