time,seconds_elapsed,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,label
1757686518473000700,0.0,-0.0413191653788089,-0.0825550556182861,0.0372879952192306,-0.0696458562213927,0.3778197519242763,-1.0893350134946405,0.6084906846972182,9.669595983481406,1.516250804760307,walking
1757686518482954800,0.009954101562501,-0.031616736203432,-0.0767253935337066,0.0594452321529388,-0.0382347458481788,0.7662468225806951,-0.8825142177887261,0.6028171325728297,9.670377489247915,1.5135358467131852,walking
1757686518492908800,0.0199079589843762,-0.086079441010952,-0.0181688759475946,0.1057019457221031,-0.0321066183567047,0.9866419701308012,-0.5924123506754636,0.5945943343570456,9.671744685947894,1.5080449942119418,walking
1757686518502862600,0.0298618164062514,-0.1212924271821975,-0.0014925298746675,0.15491783618927,0.0613233604907989,0.771800949576497,-0.3126907155402004,0.5819681500831618,9.67410089368522,1.4978205373175442,walking
1757686518512816600,0.0398159179687489,-0.1121980026364326,0.0100493440404534,0.1536602973937988,0.3210416336476803,0.4210615122795105,0.0556052751049399,0.5672074745312333,9.676783264636994,1.4861109564319253,walking
1757686518522771700,0.0497709960937502,-0.0774727761745452,-0.0086607569828629,0.118926778435707,0.6708896750628948,-0.1302121877998113,0.2828201856724918,0.5541935695813969,9.679036011999845,1.4763196302577852,walking
1757686518532725800,0.0597250976562513,-0.0206116214394569,0.0366990007460117,0.0874567404389381,0.7248527359187602,-0.4404366593569517,0.2875428302802145,0.5446722194550558,9.68040905391872,1.4708485053703189,walking
1757686518542679800,0.0696789550781264,0.0071881739422678,0.1187826320528984,0.10109593719244,0.5534123195432126,-0.4179115238159894,0.1622816890165209,0.5371458425382152,9.68107599339485,1.4692168125152587,walking
1757686518552633900,0.0796330566406258,-0.0037773919757455,0.2030431926250457,0.1672177016735077,0.2889466691961512,-0.164030870771408,-0.128645230744034,0.5265787096859887,9.68188029551506,1.467752000659704,walking
1757686518562587600,0.0895869140625009,-0.0081811128184199,0.3402632474899292,0.207133874297142,0.104839919199422,0.1185387011408805,-0.3150067373976111,0.5122651568470522,9.683024204853176,1.465271143629402,walking
1757686518572542700,0.0995419921875022,-0.0272589325904846,0.4032635390758514,0.2352169156074524,0.3125098790805786,0.1093318968564271,-0.3326768341228365,0.4965807175137102,9.684448684698342,1.4612434955485163,walking
1757686518582496800,0.1094960937500015,-0.0402605235576629,0.452338695526123,0.2923029959201813,0.2108966303100809,-0.0120294604897499,-0.4288657562896609,0.4774365661805495,9.686249596640469,1.4556788471587,walking
1757686518592450800,0.1194501953125009,-0.0444906912744045,0.482860654592514,0.33557990193367,0.1938870798528194,-0.0935369463533163,-0.5368202273130417,0.4541929801719263,9.688300099429489,1.4494599726438522,walking
1757686518602404900,0.129404052734376,-0.0485137142241001,0.5172226428985596,0.3667613565921783,0.352722683536075,-0.0486994412392377,-0.6857106659673154,0.428086004088819,9.690447632852196,1.4430262863345444,walking
1757686518612359000,0.1393581542968753,-0.044521901756525,0.524284839630127,0.3734863698482513,0.4185234817018732,0.0194172326534986,-0.8871239035412669,0.3996946068629622,9.69266063272655,1.4362936170786618,walking
1757686518622313700,0.1493129882812489,-0.0486302971839904,0.4784283638000488,0.3607604503631592,0.5110977205028757,0.0972638579219579,-1.0900164198875426,0.3713150096727535,9.694721072387695,1.4299927633687852,walking
1757686518632267800,0.15926708984375,-0.0514878705143928,0.397829920053482,0.3390799164772033,0.6364508143663405,0.1424374631226062,-1.2430858977921306,0.343824799070321,9.696682727849485,1.4235487017959356,walking
1757686518642221600,0.1692209472656252,-0.0459354668855667,0.3319398760795593,0.3265652656555176,0.7383937700152396,0.0460930581331253,-1.224350071531534,0.3170008338242769,9.69845675178468,1.4176817094586789,walking
1757686518652175600,0.1791748046875021,-0.0439396910369396,0.2728688418865204,0.3305307328701019,0.7714882303655147,-0.1753407848149538,-1.181140167619288,0.2895919996286742,9.700073539331555,1.4124799030318855,walking
1757686518662130000,0.1891291503906256,-0.0366651676595211,0.2469750493764877,0.3383688032627105,0.8266869704961777,-0.3709165484070778,-1.190344049294293,0.261028570304159,9.701569330847263,1.4077674875572324,walking
1757686518672084700,0.1990839843750009,-0.0258487369865179,0.2373629063367843,0.3549839854240417,0.9014473201870916,-0.4814291794806719,-1.0684211125425993,0.2310094805449247,9.702846511176228,1.4042078953795134,walking
1757686518682038800,0.209038085937502,-0.0069775274023413,0.2198946475982666,0.3778591156005859,0.9906231487214564,-0.4585235201895237,-0.9130988872751592,0.1988457434398122,9.703883453008531,1.401965084888786,walking
